year,pop,country,other_energycompile_price,electricitycompile_price,electricitycompile_peakprice
2047,70.44847803399999,COL,0.07362226924863566,0.10219214417653291,0.5089536728474668
2048,71.020476066,COL,0.07465298101811656,0.10362283419500437,0.5160790242673314
2049,71.592474098,COL,0.07569812275237019,0.10507355387373443,0.523304130607074
2050,72.16447213,COL,0.07675789647090336,0.10654458362796672,0.5306303884355731
2051,72.704661358,COL,0.07783250702149601,0.10803620779875825,0.5380592138736711
2052,73.244850586,COL,0.07892216211979695,0.10954871470794086,0.5455920428679024
2053,73.785039814,COL,0.08002707238947411,0.11108239671385203,0.553230331468053
2054,74.325229042,COL,0.08114745140292674,0.11263755026784596,0.5609755561086057
2055,74.86541827,COL,0.08228351572256772,0.1142144759715958,0.5688292138941262
2056,75.373979554,COL,0.08343548494268367,0.11581347863519814,0.576792822888644
2057,75.882540838,COL,0.08460358173188125,0.11743486733609092,0.584867922409085
2058,76.391102122,COL,0.08578803187612759,0.1190789554787962,0.5930560733228122
2059,76.899663406,COL,0.08698906432239338,0.12074606085549934,0.6013588583493316
2060,77.40822469,COL,0.08820691122290689,0.12243650570747633,0.6097778823662222
2061,77.88954268399999,COL,0.08944180798002759,0.124150616787381,0.6183147727193493
2062,78.370860678,COL,0.09069399329174797,0.12588872542240434,0.6269711795374202
2063,78.852178672,COL,0.09196370919783245,0.12765116757831801,0.6357487760509442
2064,79.333496666,COL,0.09325120112660211,0.12943828392441448,0.6446492589156574
2065,79.81481466,COL,0.09455671794237454,0.1312504198993563,0.6536743485404766
2066,80.271299808,COL,0.09588051199356779,0.13308792577794729,0.6628257894200432
2067,80.727784956,COL,0.09722283916147774,0.13495115673883856,0.6721053504719239
2068,81.184270104,COL,0.09858395890973842,0.1368404729331823,0.6815148253785308
2069,81.640755252,COL,0.09996413433447476,0.13875623955424685,0.6910560329338302
2070,82.0972404,COL,0.10136363221515741,0.1406988269080063,0.7007308173949038
2071,82.53235084800001,COL,0.10278272306616962,0.1426686104847184,0.7105410488384325
2072,82.96746129600001,COL,0.104221681189096,0.14466597103150447,0.7204886235221706
2073,83.402571744,COL,0.10568078472574334,0.14669129462594555,0.730575464251481
2074,83.837682192,COL,0.10716031571190375,0.14874497275070878,0.7408035207510018
2075,84.27279264,COL,0.1086605601318704,0.1508274023692187,0.7511747700415158
2076,84.690530792,COL,0.1101818079737166,0.15293898600238778,0.7616912168220971
2077,85.108268944,COL,0.11172435328534863,0.15508013180642122,0.7723548938576065
2078,85.526007096,COL,0.11328849423134352,0.1572512536517111,0.783167862371613
2079,85.943745248,COL,0.11487453315058233,0.15945277120283508,0.7941322124448156
2080,86.3614834,COL,0.11648277661469048,0.16168510999967478,0.805250063419043
2081,86.769807664,COL,0.11811353548729614,0.16394870153967023,0.8165235643069096
2082,87.178131928,COL,0.11976712498411829,0.16624398336122562,0.8279548942072064
2083,87.586456192,COL,0.12144386473389594,0.16857139912828278,0.8395462627261072
2084,87.994780456,COL,0.12314407884017049,0.17093139871607874,0.8512999104042728
2085,88.40310472,COL,0.12486809594393287,0.17332443829810384,0.8632181091499326
2086,88.81015609,COL,0.12661624928714793,0.1757509804342773,0.8753031626780317
2087,89.21720746,COL,0.128388876777168,0.1782114941603572,0.8875574069555241
2088,89.62425883,COL,0.13018632105204836,0.1807064550786022,0.8999832106529014
2089,90.0313102,COL,0.13200892954677704,0.18323634544970263,0.912582975602042
2090,90.43836157,COL,0.13385705456043193,0.18580165428599846,0.9253591372604707
2091,90.84885861,COL,0.13573105332427798,0.18840287744600243,0.9383141651821173
2092,91.25935565,COL,0.13763128807081787,0.19104051773024647,0.951450563494667
2093,91.66985269,COL,0.13955812610380933,0.19371508497846993,0.9647708713835923
2094,92.08034973000001,COL,0.14151193986926267,0.1964270961681685,0.9782776635829626
2095,92.49084677,COL,0.14349310702743234,0.19917707551452285,0.9919735508731241
2096,92.903354366,COL,0.1455020105258164,0.20196555457172619,1.005861180585348
2097,93.315861962,COL,0.14753903867317783,0.20479307233573035,1.0199432371135428
2098,93.72836955800001,COL,0.14960458521460232,0.2076601753484306,1.0342224424331325
2099,94.14087715400001,COL,0.15169904940760676,0.21056741780330862,1.0487015566271964
2020,0.942644844,COM,0.04956956995070557,0.055977438117657194,0.34966605024005065
2021,0.9659250754,COM,0.05026354393001545,0.0567611222513044,0.3545613749434114
2022,0.9892053068000001,COM,0.05096723354503566,0.05755577796282266,0.35952523419261917
2023,1.0124855382,COM,0.05168077481466616,0.05836155885430218,0.36455858747131586
2024,1.0357657696,COM,0.052404305662071486,0.05917862067826241,0.3696624076959143
2025,1.059046001,COM,0.05313796594134049,0.060007121367758084,0.3748376814036571
2026,1.0842730304000001,COM,0.053881897464519254,0.060847221066906695,0.3800854089433083
2027,1.1095000598,COM,0.05463624402902253,0.06169908216184339,0.3854066046685146
2028,1.1347270892,COM,0.05540115144542884,0.06256286931210919,0.3908022971338738
2029,1.1599541186,COM,0.056176767565664844,0.06343874948247873,0.39627352929374804
2030,1.185181148,COM,0.05696324231158415,0.06432689197523343,0.40182135870386054
2031,1.2111802104,COM,0.05776072770394633,0.0652274684628867,0.4074468577257146
2032,1.2371792728,COM,0.058569377891801576,0.06614065302136711,0.4131511137338746
2033,1.2631783352000001,COM,0.0593893491822868,0.06706662216366625,0.41893522932614885
2034,1.2891773976,COM,0.06022080007083881,0.06800555487395758,0.42480032253671496
2035,1.31517646,COM,0.06106389127183055,0.06895763264219298,0.43074752705222896
2036,1.3412400542,COM,0.061918785749636183,0.06992303949918369,0.43677799243096016
2037,1.3673036484,COM,0.0627856487501311,0.07090196205217227,0.44289288432499363
2038,1.3933672425999999,COM,0.06366464783263293,0.07189458952090268,0.44909338470554355
2039,1.4194308368,COM,0.06455595290228978,0.07290111377419531,0.4553806920914212
2040,1.445494431,COM,0.06545973624292184,0.07392172936703405,0.4617560217807011
2041,1.4714308742,COM,0.06637617255032274,0.07495663357817252,0.4682206060856309
2042,1.4973673174,COM,0.06730543896602727,0.07600602644826693,0.4747756945708297
2043,1.5233037606,COM,0.06824771511155164,0.07707011081854266,0.4814225542948213
2044,1.5492402038,COM,0.06920318312311337,0.07814909237000225,0.4881624700549488
2045,1.575176647,COM,0.07017202768683696,0.07924317966318228,0.4949967446357181
2046,1.6008102132,COM,0.07115443607445268,0.08035258417846684,0.5019266990606182
2047,1.6264437794,COM,0.07215059817949503,0.08147752035696539,0.5089536728474668
2048,1.6520773456,COM,0.07316070655400796,0.0826182056419629,0.5160790242673314
2049,1.6777109118,COM,0.07418495644576407,0.08377486052095039,0.523304130607074
2050,1.703344478,COM,0.07522354583600477,0.0849477085682437,0.5306303884355731
2051,1.7282674306,COM,0.07627667547770883,0.08613697648819911,0.5380592138736711
2052,1.7531903832,COM,0.07734454893439675,0.0873428941590339,0.5455920428679024
2053,1.7781133358,COM,0.07842737261947831,0.08856569467726037,0.553230331468053
2054,1.8030362884,COM,0.079525355836151,0.08980561440274203,0.5609755561086057
2055,1.827959241,COM,0.08063871081785712,0.09106289300438042,0.5688292138941262
2056,1.8523957176,COM,0.08176765276930711,0.09233777350644175,0.576792822888644
2057,1.8768321942000001,COM,0.08291239990807742,0.09363050233553194,0.584867922409085
2058,1.9012686708,COM,0.0840731735067905,0.09494132936822938,0.5930560733228122
2059,1.9257051474,COM,0.08525019793588556,0.09627050797938459,0.6013588583493316
2060,1.950141624,COM,0.08644370070698797,0.09761829509109597,0.6097778823662222
2061,1.9742712012,COM,0.0876539125168858,0.09898495122237132,0.6183147727193493
2062,1.9984007784,COM,0.0888810672921222,0.10037074053948451,0.6269711795374202
2063,2.0225303556,COM,0.09012540223421191,0.10177593090703729,0.6357487760509442
2064,2.0466599328,COM,0.09138715786549087,0.10320079393973582,0.6446492589156574
2065,2.07078951,COM,0.09266657807560774,0.10464560505489212,0.6536743485404766
2066,2.0946121234,COM,0.09396391016866625,0.10611064352566062,0.6628257894200432
2067,2.1184347368,COM,0.09527940491102757,0.10759619253501987,0.6721053504719239
2068,2.1422573502,COM,0.09661331657978196,0.10910253923051015,0.6815148253785308
2069,2.1660799635999997,COM,0.0979659030118989,0.1106299747797373,0.6910560329338302
2070,2.189902577,COM,0.09933742565406549,0.11217879442665361,0.7007308173949038
2071,2.212685344,COM,0.1007281496132224,0.11374929754862677,0.7105410488384325
2072,2.235468111,COM,0.10213834370780753,0.11534178771430754,0.7204886235221706
2073,2.258250878,COM,0.10356828051971684,0.11695657274230785,0.730575464251481
2074,2.281033645,COM,0.10501823644699287,0.11859396476070017,0.7408035207510018
2075,2.303816412,COM,0.10648849175725078,0.12025428026734997,0.7511747700415158
2076,2.3256595206000004,COM,0.10797933064185229,0.12193784019109287,0.7616912168220971
2077,2.3475026292,COM,0.10949104127083822,0.12364496995376817,0.7723548938576065
2078,2.3693457378000002,COM,0.11102391584862996,0.12537599953312092,0.783167862371613
2079,2.3911888464,COM,0.11257825067051078,0.12713126352658463,0.7941322124448156
2080,2.413031955,COM,0.11415434617989793,0.1289111012159568,0.805250063419043
2081,2.4340255592,COM,0.11575250702641651,0.13071585663298022,0.8165235643069096
2082,2.4550191634000003,COM,0.11737304212478634,0.13254587862584194,0.8279548942072064
2083,2.4760127676,COM,0.11901626471453336,0.13440152092660373,0.8395462627261072
2084,2.4970063718,COM,0.12068249242053683,0.1362831422195762,0.8512999104042728
2085,2.517999976,COM,0.12237204731442435,0.13819110621065026,0.8632181091499326
2086,2.5383806242,COM,0.12408525597682629,0.14012578169759937,0.8753031626780317
2087,2.5587612724,COM,0.12582244956050187,0.14208754264136578,0.8875574069555241
2088,2.5791419206,COM,0.1275839638543489,0.1440767682383449,0.8999832106529014
2089,2.5995225688,COM,0.12937013934830977,0.14609384299368172,0.912582975602042
2090,2.619903217,COM,0.1311813212991861,0.14813915679559328,0.9253591372604707
2091,2.6400739094,COM,0.1330178597973747,0.1502131049907316,0.9383141651821173
2092,2.6602446018,COM,0.13488010983453796,0.15231608846060185,0.951450563494667
2093,2.6804152942,COM,0.1367684313722215,0.15444851369905027,0.9647708713835923
2094,2.7005859866,COM,0.1386831894114326,0.156610792890837,0.9782776635829626
2095,2.720756679,COM,0.14062475406319266,0.15880334399130872,0.9919735508731241
2096,2.7397520016,COM,0.14259350062007736,0.16102659080718704,1.005861180585348
2097,2.7587473242,COM,0.14458980962875845,0.16328096307848766,1.0199432371135428
2098,2.7777426468,COM,0.14661406696356108,0.1655668965615865,1.0342224424331325
2099,2.7967379694,COM,0.14866666390105093,0.1678848331134487,1.0487015566271964
2020,0.552245664,CPV,0.04956956995070557,0.055977438117657194,0.34966605024005065
2021,0.5591739419999999,CPV,0.05026354393001545,0.0567611222513044,0.3545613749434114
2022,0.56610222,CPV,0.05096723354503566,0.05755577796282266,0.35952523419261917
2023,0.5730304979999999,CPV,0.05168077481466616,0.05836155885430218,0.36455858747131586
2024,0.579958776,CPV,0.052404305662071486,0.05917862067826241,0.3696624076959143
2025,0.586887054,CPV,0.05313796594134049,0.060007121367758084,0.3748376814036571
2026,0.5937527612,CPV,0.053881897464519254,0.060847221066906695,0.3800854089433083
2027,0.6006184684,CPV,0.05463624402902253,0.06169908216184339,0.3854066046685146
2028,0.6074841756,CPV,0.05540115144542884,0.06256286931210919,0.3908022971338738
2029,0.6143498828,CPV,0.056176767565664844,0.06343874948247873,0.39627352929374804
2030,0.62121559,CPV,0.05696324231158415,0.06432689197523343,0.40182135870386054
2031,0.6275930080000001,CPV,0.05776072770394633,0.0652274684628867,0.4074468577257146
2032,0.6339704260000001,CPV,0.058569377891801576,0.06614065302136711,0.4131511137338746
2033,0.640347844,CPV,0.0593893491822868,0.06706662216366625,0.41893522932614885
2034,0.646725262,CPV,0.06022080007083881,0.06800555487395758,0.42480032253671496
2035,0.65310268,CPV,0.06106389127183055,0.06895763264219298,0.43074752705222896
2036,0.65912875,CPV,0.061918785749636183,0.06992303949918369,0.43677799243096016
2037,0.66515482,CPV,0.0627856487501311,0.07090196205217227,0.44289288432499363
2038,0.67118089,CPV,0.06366464783263293,0.07189458952090268,0.44909338470554355
2039,0.67720696,CPV,0.06455595290228978,0.07290111377419531,0.4553806920914212
2040,0.68323303,CPV,0.06545973624292184,0.07392172936703405,0.4617560217807011
2041,0.6890816316,CPV,0.06637617255032274,0.07495663357817252,0.4682206060856309
2042,0.6949302332,CPV,0.06730543896602727,0.07600602644826693,0.4747756945708297
2043,0.7007788348,CPV,0.06824771511155164,0.07707011081854266,0.4814225542948213
2044,0.7066274364,CPV,0.06920318312311337,0.07814909237000225,0.4881624700549488
2045,0.712476038,CPV,0.07017202768683696,0.07924317966318228,0.4949967446357181
2046,0.718156467,CPV,0.07115443607445268,0.08035258417846684,0.5019266990606182
2047,0.723836896,CPV,0.07215059817949503,0.08147752035696539,0.5089536728474668
2048,0.729517325,CPV,0.07316070655400796,0.0826182056419629,0.5160790242673314
2049,0.735197754,CPV,0.07418495644576407,0.08377486052095039,0.523304130607074
2050,0.740878183,CPV,0.07522354583600477,0.0849477085682437,0.5306303884355731
2051,0.7461819867999999,CPV,0.07627667547770883,0.08613697648819911,0.5380592138736711
2052,0.7514857906,CPV,0.07734454893439675,0.0873428941590339,0.5455920428679024
2053,0.7567895943999999,CPV,0.07842737261947831,0.08856569467726037,0.553230331468053
2054,0.7620933982,CPV,0.079525355836151,0.08980561440274203,0.5609755561086057
2055,0.767397202,CPV,0.08063871081785712,0.09106289300438042,0.5688292138941262
2056,0.772209376,CPV,0.08176765276930711,0.09233777350644175,0.576792822888644
2057,0.77702155,CPV,0.08291239990807742,0.09363050233553194,0.584867922409085
2058,0.781833724,CPV,0.0840731735067905,0.09494132936822938,0.5930560733228122
2059,0.786645898,CPV,0.08525019793588556,0.09627050797938459,0.6013588583493316
2060,0.791458072,CPV,0.08644370070698797,0.09761829509109597,0.6097778823662222
2061,0.7960532306,CPV,0.0876539125168858,0.09898495122237132,0.6183147727193493
2062,0.8006483892,CPV,0.0888810672921222,0.10037074053948451,0.6269711795374202
2063,0.8052435478,CPV,0.09012540223421191,0.10177593090703729,0.6357487760509442
2064,0.8098387064,CPV,0.09138715786549087,0.10320079393973582,0.6446492589156574
2065,0.814433865,CPV,0.09266657807560774,0.10464560505489212,0.6536743485404766
2066,0.8188972508,CPV,0.09396391016866625,0.10611064352566062,0.6628257894200432
2067,0.8233606366,CPV,0.09527940491102757,0.10759619253501987,0.6721053504719239
2068,0.8278240224,CPV,0.09661331657978196,0.10910253923051015,0.6815148253785308
2069,0.8322874082,CPV,0.0979659030118989,0.1106299747797373,0.6910560329338302
2070,0.836750794,CPV,0.09933742565406549,0.11217879442665361,0.7007308173949038
2071,0.8412089253999999,CPV,0.1007281496132224,0.11374929754862677,0.7105410488384325
2072,0.8456670568,CPV,0.10213834370780753,0.11534178771430754,0.7204886235221706
2073,0.8501251881999999,CPV,0.10356828051971684,0.11695657274230785,0.730575464251481
2074,0.8545833196,CPV,0.10501823644699287,0.11859396476070017,0.7408035207510018
2075,0.859041451,CPV,0.10648849175725078,0.12025428026734997,0.7511747700415158
2076,0.8635987399999999,CPV,0.10797933064185229,0.12193784019109287,0.7616912168220971
2077,0.868156029,CPV,0.10949104127083822,0.12364496995376817,0.7723548938576065
2078,0.872713318,CPV,0.11102391584862996,0.12537599953312092,0.783167862371613
2079,0.877270607,CPV,0.11257825067051078,0.12713126352658463,0.7941322124448156
2080,0.881827896,CPV,0.11415434617989793,0.1289111012159568,0.805250063419043
2081,0.8866346768,CPV,0.11575250702641651,0.13071585663298022,0.8165235643069096
2082,0.8914414576,CPV,0.11737304212478634,0.13254587862584194,0.8279548942072064
2083,0.8962482384,CPV,0.11901626471453336,0.13440152092660373,0.8395462627261072
2084,0.9010550192000001,CPV,0.12068249242053683,0.1362831422195762,0.8512999104042728
2085,0.9058618,CPV,0.12237204731442435,0.13819110621065026,0.8632181091499326
2086,0.9111033542,CPV,0.12408525597682629,0.14012578169759937,0.8753031626780317
2087,0.9163449084,CPV,0.12582244956050187,0.14208754264136578,0.8875574069555241
2088,0.9215864626,CPV,0.1275839638543489,0.1440767682383449,0.8999832106529014
2089,0.9268280168,CPV,0.12937013934830977,0.14609384299368172,0.912582975602042
2090,0.932069571,CPV,0.1311813212991861,0.14813915679559328,0.9253591372604707
2091,0.9378457112,CPV,0.1330178597973747,0.1502131049907316,0.9383141651821173
2092,0.9436218514,CPV,0.13488010983453796,0.15231608846060185,0.951450563494667
2093,0.9493979916,CPV,0.1367684313722215,0.15444851369905027,0.9647708713835923
2094,0.9551741318,CPV,0.1386831894114326,0.156610792890837,0.9782776635829626
2095,0.960950272,CPV,0.14062475406319266,0.15880334399130872,0.9919735508731241
2096,0.9672576802,CPV,0.14259350062007736,0.16102659080718704,1.005861180585348
2097,0.9735650884,CPV,0.14458980962875845,0.16328096307848766,1.0199432371135428
2098,0.9798724966000001,CPV,0.14661406696356108,0.1655668965615865,1.0342224424331325
2099,0.9861799048000001,CPV,0.14866666390105093,0.1678848331134487,1.0487015566271964
2020,5.362279364,CRI,0.06537336263120515,0.0664139096311187,0.34966605024005065
2021,5.428710192,CRI,0.06628858970804202,0.06734370436595437,0.3545613749434114
2022,5.49514102,CRI,0.06721662996395461,0.06828651622707774,0.35952523419261917
2023,5.561571848,CRI,0.06815766278344998,0.06924252745425682,0.36455858747131586
2024,5.628002676,CRI,0.06911187006241828,0.07021192283861642,0.3696624076959143
2025,5.694433504,CRI,0.07007943624329215,0.07119488975835706,0.3748376814036571
2026,5.7575832758,CRI,0.07106054835069824,0.07219161821497405,0.3800854089433083
2027,5.8207330476,CRI,0.072055396027608,0.0732023008699837,0.3854066046685146
2028,5.8838828194,CRI,0.07306417157199452,0.07422713308216347,0.3908022971338738
2029,5.9470325912,CRI,0.07408706997400244,0.07526631294531376,0.39627352929374804
2030,6.010182363,CRI,0.07512428895363847,0.07632004132654815,0.40182135870386054
2031,6.0682004616,CRI,0.07617602899898941,0.07738852190511983,0.4074468577257146
2032,6.1262185602,CRI,0.07724249340497527,0.07847196121179151,0.4131511137338746
2033,6.184236658800001,CRI,0.07832388831264493,0.07957056866875659,0.41893522932614885
2034,6.2422547574000005,CRI,0.07942042274902196,0.08068455663011918,0.42480032253671496
2035,6.300272856,CRI,0.08053230866750827,0.08181414042294086,0.43074752705222896
2036,6.3549607446000005,CRI,0.08165976098885339,0.08295953838886203,0.43677799243096016
2037,6.409648633200001,CRI,0.08280299764269733,0.08412097192630609,0.44289288432499363
2038,6.4643365218,CRI,0.0839622396096951,0.08529866553327438,0.44909338470554355
2039,6.5190244104,CRI,0.08513771096423083,0.08649284685074023,0.4553806920914212
2040,6.573712299,CRI,0.08632963891773006,0.08770374670665058,0.4617560217807011
2041,6.626274386,CRI,0.08753825386257828,0.08893159916054369,0.4682206060856309
2042,6.6788364730000005,CRI,0.08876378941665437,0.0901766415487913,0.4747756945708297
2043,6.73139856,CRI,0.09000648246848754,0.09143911453047439,0.4814225542948213
2044,6.783960647,CRI,0.09126657322304636,0.09271926213390103,0.4881624700549488
2045,6.836522734,CRI,0.092544305248169,0.09401733180377564,0.4949967446357181
2046,6.8878542847999995,CRI,0.09383992552164337,0.0953335744490285,0.5019266990606182
2047,6.9391858356,CRI,0.09515368447894638,0.0966682444913149,0.5089536728474668
2048,6.9905173864,CRI,0.09648583606165163,0.09802159991419332,0.5160790242673314
2049,7.0418489372,CRI,0.09783663776651476,0.09939390231299203,0.523304130607074
2050,7.093180488,CRI,0.09920635069524597,0.10078541694537392,0.5306303884355731
2051,7.1423542509999995,CRI,0.10059523960497942,0.10219641278260916,0.5380592138736711
2052,7.191528014,CRI,0.10200357295944913,0.10362716256156569,0.5455920428679024
2053,7.240701777,CRI,0.10343162298088142,0.10507794283742761,0.553230331468053
2054,7.289875540000001,CRI,0.10487966570261376,0.10654903403715159,0.5609755561086057
2055,7.339049303,CRI,0.10634798102245036,0.10804072051367171,0.5688292138941262
2056,7.386450024,CRI,0.10783685275676466,0.10955329060086312,0.576792822888644
2057,7.433850745,CRI,0.10934656869535937,0.1110870366692752,0.584867922409085
2058,7.481251466000001,CRI,0.11087742065709441,0.11264225518264506,0.5930560733228122
2059,7.5286521870000005,CRI,0.11242970454629374,0.11421924675520209,0.6013588583493316
2060,7.576052908,CRI,0.11400372040994185,0.11581831620977492,0.6097778823662222
2061,7.6199612522,CRI,0.11559977249568104,0.11743977263671178,0.6183147727193493
2062,7.6638695964000005,CRI,0.11721816931062058,0.11908392945362574,0.6269711795374202
2063,7.7077779406,CRI,0.11885922368096927,0.1207511044659765,0.6357487760509442
2064,7.7516862848,CRI,0.12052325281250284,0.12244161992850018,0.6446492589156574
2065,7.795594629,CRI,0.12221057835187789,0.12415580260749919,0.6536743485404766
2066,7.836421714,CRI,0.12392152644880418,0.1258939838440042,0.6628257894200432
2067,7.877248799,CRI,0.12565642781908745,0.12765649961782025,0.6721053504719239
2068,7.918075883999999,CRI,0.12741561780855468,0.12944369061246974,0.6815148253785308
2069,7.9589029689999995,CRI,0.12919943645787443,0.1312559022810443,0.6910560329338302
2070,7.999730054,CRI,0.13100822856828467,0.13309348491297893,0.7007308173949038
2071,8.0385833248,CRI,0.13284234376824067,0.13495679370176064,0.7105410488384325
2072,8.0774365956,CRI,0.13470213658099603,0.1368461888135853,0.7204886235221706
2073,8.1162898664,CRI,0.13658796649313,0.1387620354569755,0.730575464251481
2074,8.1551431372,CRI,0.13850019802403382,0.14070470395337314,0.7408035207510018
2075,8.193996408,CRI,0.1404392007963703,0.14267456980872037,0.7511747700415158
2076,8.2322468636,CRI,0.14240534960751947,0.14467201378604247,0.7616912168220971
2077,8.2704973192,CRI,0.14439902450202474,0.14669742197904706,0.7723548938576065
2078,8.3087477748,CRI,0.1464206108450531,0.14875118588675373,0.783167862371613
2079,8.3469982304,CRI,0.14847049939688384,0.15083370248916828,0.7941322124448156
2080,8.385248686,CRI,0.15054908638844022,0.15294537432401664,0.805250063419043
2081,8.424088867,CRI,0.15265677359787838,0.15508660956455286,0.8165235643069096
2082,8.462929048,CRI,0.1547939684282487,0.1572578220984566,0.8279548942072064
2083,8.501769229,CRI,0.15696108398624417,0.159459431607835,0.8395462627261072
2084,8.54060941,CRI,0.15915853916205158,0.16169186365034469,0.8512999104042728
2085,8.579449591,CRI,0.1613867587103203,0.16395554974144952,0.8632181091499326
2086,8.6196099166,CRI,0.16364617333226478,0.16625092743782982,0.8753031626780317
2087,8.6597702422,CRI,0.16593721975891648,0.16857844042195944,0.8875574069555241
2088,8.6999305678,CRI,0.1682603408355413,0.17093853858786687,0.8999832106529014
2089,8.7400908934,CRI,0.1706159856072389,0.173331678128097,0.912582975602042
2090,8.780251219,CRI,0.17300460940574025,0.17575832162189037,0.9253591372604707
2091,8.8217431026,CRI,0.17542667393742062,0.17821893812459683,0.9383141651821173
2092,8.8632349862,CRI,0.1778826473725445,0.1807140032583412,0.951450563494667
2093,8.9047268698,CRI,0.18037300443576013,0.18324399930395796,0.9647708713835923
2094,8.9462187534,CRI,0.18289822649786078,0.18580941529421338,0.9782776635829626
2095,8.987710637,CRI,0.18545880166883083,0.18841074710833236,0.9919735508731241
2096,9.029980238,CRI,0.18805522489219448,0.19104849756784903,1.005861180585348
2097,9.072249839,CRI,0.1906879980406852,0.19372317653379892,1.0199432371135428
2098,9.11451944,CRI,0.1933576300132548,0.1964353010052721,1.0342224424331325
2099,9.156789041,CRI,0.19606463683344036,0.19918539521934592,1.0487015566271964
2020,11.25653968,CUB,0.06760477687833964,0.0664139096311187,0.34966605024005065
2021,11.254763859999999,CUB,0.06855124375463639,0.06734370436595437,0.3545613749434114
2022,11.25298804,CUB,0.0695109611672013,0.06828651622707774,0.35952523419261917
2023,11.25121222,CUB,0.07048411462354212,0.06924252745425682,0.36455858747131586
2024,11.2494364,CUB,0.07147089222827172,0.07021192283861642,0.3696624076959143
2025,11.24766058,CUB,0.07247148471946752,0.07119488975835706,0.3748376814036571
2026,11.233328329999999,CUB,0.07348608550554006,0.07219161821497405,0.3800854089433083
2027,11.21899608,CUB,0.07451489070261762,0.0732023008699837,0.3854066046685146
2028,11.20466383,CUB,0.07555809917245426,0.07422713308216347,0.3908022971338738
2029,11.19033158,CUB,0.07661591256086862,0.07526631294531376,0.39627352929374804
2030,11.17599933,CUB,0.07768853533672078,0.07632004132654815,0.40182135870386054
2031,11.146080614,CUB,0.07877617483143487,0.07738852190511983,0.4074468577257146
2032,11.116161898,CUB,0.07987904127907496,0.07847196121179151,0.4131511137338746
2033,11.086243182,CUB,0.08099734785698201,0.07957056866875659,0.41893522932614885
2034,11.056324466,CUB,0.08213131072697975,0.08068455663011918,0.42480032253671496
2035,11.02640575,CUB,0.08328114907715747,0.08181414042294086,0.43074752705222896
2036,10.983578272,CUB,0.08444708516423768,0.08295953838886203,0.43677799243096016
2037,10.940750794,CUB,0.08562934435653702,0.08412097192630609,0.44289288432499363
2038,10.897923316,CUB,0.08682815517752854,0.08529866553327438,0.44909338470554355
2039,10.855095837999999,CUB,0.08804374935001394,0.08649284685074023,0.4553806920914212
2040,10.81226836,CUB,0.08927636184091413,0.08770374670665058,0.4617560217807011
2041,10.759486533999999,CUB,0.09052623090668693,0.08893159916054369,0.4682206060856309
2042,10.706704708,CUB,0.09179359813938055,0.0901766415487913,0.4747756945708297
2043,10.653922882,CUB,0.09307870851333189,0.09143911453047439,0.4814225542948213
2044,10.601141056000001,CUB,0.09438181043251853,0.09271926213390103,0.4881624700549488
2045,10.54835923,CUB,0.09570315577857379,0.09401733180377564,0.4949967446357181
2046,10.487182552,CUB,0.09704299995947382,0.0953335744490285,0.5019266990606182
2047,10.426005874000001,CUB,0.09840160195890646,0.0966682444913149,0.5089536728474668
2048,10.364829196,CUB,0.09977922438633115,0.09802159991419332,0.5160790242673314
2049,10.303652518000002,CUB,0.10117613352773978,0.09939390231299203,0.523304130607074
2050,10.24247584,CUB,0.10259259939712814,0.10078541694537392,0.5306303884355731
2051,10.1743604284,CUB,0.10402889578868794,0.10219641278260916,0.5380592138736711
2052,10.1062450168,CUB,0.10548530032972958,0.10362716256156569,0.5455920428679024
2053,10.0381296052,CUB,0.1069620945343458,0.10507794283742761,0.553230331468053
2054,9.9700141936,CUB,0.10845956385782664,0.10654903403715159,0.5609755561086057
2055,9.901898782,CUB,0.10997799775183621,0.10804072051367171,0.5688292138941262
2056,9.8313887288,CUB,0.11151768972036193,0.10955329060086312,0.576792822888644
2057,9.7608786756,CUB,0.11307893737644699,0.1110870366692752,0.584867922409085
2058,9.6903686224,CUB,0.11466204249971725,0.11264225518264506,0.5930560733228122
2059,9.6198585692,CUB,0.11626731109471329,0.11421924675520209,0.6013588583493316
2060,9.549348516,CUB,0.11789505345003928,0.11581831620977492,0.6097778823662222
2061,9.483744147,CUB,0.11954558419833984,0.11743977263671178,0.6183147727193493
2062,9.418139778,CUB,0.1212192223771166,0.11908392945362574,0.6269711795374202
2063,9.352535409,CUB,0.12291629149039623,0.1207511044659765,0.6357487760509442
2064,9.28693104,CUB,0.12463711957126178,0.12244161992850018,0.6446492589156574
2065,9.221326671,CUB,0.12638203924525945,0.12415580260749919,0.6536743485404766
2066,9.1655960068,CUB,0.1281513877946931,0.1258939838440042,0.6628257894200432
2067,9.1098653426,CUB,0.1299455072238188,0.12765649961782025,0.6721053504719239
2068,9.0541346784,CUB,0.13176474432495228,0.12944369061246974,0.6815148253785308
2069,8.9984040142,CUB,0.13360945074550162,0.1312559022810443,0.6910560329338302
2070,8.94267335,CUB,0.13547998305593864,0.13309348491297893,0.7007308173949038
2071,8.8973488432,CUB,0.13737670281872177,0.13495679370176064,0.7105410488384325
2072,8.8520243364,CUB,0.1392999766581839,0.1368461888135853,0.7204886235221706
2073,8.8066998296,CUB,0.14125017633139847,0.1387620354569755,0.730575464251481
